11/06/85,16,20,26,34,38,47
11/02/85,11,19,25,26,36,45
10/30/85,19,24,32,36,38,41
10/26/85,16,26,32,35,43,46
10/23/85,1,6,11,27,33,41
10/19/85,22,27,30,39,41,44
10/16/85,1,3,8,18,35,47
10/12/85,3,6,13,18,31,40
10/09/85,7,8,11,19,25,39
10/05/85,4,6,22,27,31,33
10/02/85,1,26,33,34,38,46
09/28/85,7,9,21,28,29,35
09/25/85,5,9,12,33,45,47
09/21/85,3,11,16,20,21,24
09/18/85,8,12,19,33,41,45
09/14/85,11,23,43,46,47,49
09/11/85,4,9,14,15,44,45
09/07/85,30,32,35,40,43,44
08/31/85,3,9,13,15,27,30
08/24/85,6,19,22,27,36,40
08/17/85,4,21,32,38,43,45
08/10/85,7,11,14,18,34,45
08/03/85,2,8,9,18,31,42
07/27/85,3,8,21,24,30,42
07/20/85,7,9,11,16,43,46
07/13/85,4,5,10,22,30,35
07/06/85,5,24,26,36,41,45
06/29/85,2,10,39,46,47,48
06/22/85,1,7,15,20,31,45
06/15/85,4,21,23,27,45,47
06/08/85,9,11,19,27,30,46
06/01/85,13,16,19,24,33,48
05/25/85,9,12,24,30,31,47
05/18/85,19,21,32,39,43,45
05/11/85,6,15,20,22,26,46
05/04/85,1,2,5,7,40,44
04/27/85,4,14,27,37,40,44
04/20/85,4,8,14,21,30,49
04/13/85,7,20,24,46,48,49
04/06/85,8,21,27,34,41,46
03/30/85,8,16,20,30,31,48
03/23/85,14,23,31,33,35,47
03/16/85,3,6,18,21,33,34
03/09/85,6,7,8,35,36,43
03/02/85,17,19,27,30,36,43
02/23/85,1,2,7,9,20,43
02/16/85,3,7,15,24,38,41
02/09/85,2,5,21,24,29,46
02/02/85,5,18,22,23,25,26
01/26/85,6,30,33,39,41,49
01/19/85,7,24,35,37,45,47
01/12/85,9,34,38,39,43,44
01/05/85,7,17,18,24,29,48
12/31/86,8,11,16,20,27,44
12/27/86,3,15,16,20,26,34
12/24/86,1,10,19,24,37,41
12/20/86,7,14,16,34,46,48
12/17/86,16,21,25,35,37,40
12/13/86,3,6,7,14,27,43
12/10/86,14,23,25,30,33,35
12/06/86,6,8,24,37,45,48
12/03/86,4,15,25,31,33,47
11/29/86,2,4,6,21,27,42
11/26/86,14,20,22,26,35,44
11/22/86,5,13,18,32,34,39
11/19/86,2,7,8,22,34,47
11/15/86,4,23,24,34,39,47
11/12/86,1,17,26,33,36,43
11/08/86,2,3,6,11,31,42
11/05/86,23,25,26,27,38,46
11/01/86,19,22,24,36,38,41
10/29/86,13,17,21,22,24,46
10/25/86,1,3,16,41,42,46
10/22/86,3,16,34,36,45,48
10/18/86,8,29,32,39,43,45
10/15/86,10,21,24,25,39,49
10/11/86,7,12,26,33,37,48
10/08/86,3,17,20,22,24,49
10/04/86,8,14,16,24,26,38
10/01/86,2,17,24,30,34,39
09/27/86,4,5,11,19,34,38
09/24/86,2,12,38,40,42,48
09/20/86,8,9,11,15,19,25
09/17/86,9,21,30,32,39,41
09/13/86,10,14,16,43,44,49
09/10/86,3,13,18,22,42,43
09/06/86,8,9,19,35,39,48
09/03/86,20,27,41,44,47,49
08/30/86,4,11,25,32,45,46
08/27/86,7,11,18,33,38,40
08/23/86,1,4,19,31,45,47
08/20/86,6,7,9,21,38,43
08/16/86,14,25,35,40,41,43
08/13/86,4,5,34,35,40,43
08/09/86,5,8,14,21,33,34
08/06/86,1,5,7,10,23,40
08/02/86,8,14,21,24,38,47
07/30/86,3,26,39,44,48,49
07/26/86,3,14,29,34,46,49
07/23/86,3,13,17,24,32,35
07/19/86,7,25,28,32,37,43
07/16/86,7,17,29,31,38,47
07/12/86,7,17,20,30,33,43
07/09/86,16,24,25,36,44,45
07/05/86,7,10,12,32,44,48
07/02/86,5,16,18,31,46,49
06/28/86,1,4,20,33,34,37
06/25/86,1,5,15,33,35,47
06/21/86,1,8,10,34,42,45
06/18/86,2,14,18,28,32,43
06/14/86,3,21,29,37,40,47
06/11/86,5,14,24,27,36,43
06/07/86,3,16,21,41,45,46
06/04/86,3,4,5,14,17,31
05/31/86,8,16,17,37,40,41
05/28/86,3,18,21,31,34,37
05/24/86,2,21,26,28,41,49
05/21/86,20,25,36,39,43,45
05/17/86,1,25,34,41,44,49
05/14/86,8,16,19,26,33,45
05/10/86,4,10,17,26,39,47
05/07/86,9,16,22,40,42,47
05/03/86,12,18,30,38,39,47
04/30/86,2,9,13,18,20,29
04/26/86,8,10,24,27,35,43
04/23/86,4,5,7,25,38,42
04/19/86,7,17,26,28,42,48
04/16/86,9,28,29,32,41,49
04/12/86,17,18,23,32,36,39
04/09/86,5,19,22,30,39,45
04/05/86,18,29,32,34,35,46
04/02/86,5,10,17,21,31,36
03/29/86,15,22,28,29,42,46
03/26/86,2,4,25,28,38,46
03/22/86,5,8,17,20,21,42
03/19/86,19,25,34,40,42,46
03/15/86,8,9,34,41,44,47
03/12/86,9,10,20,22,41,42
03/08/86,7,24,28,31,37,43
03/05/86,1,7,17,28,41,45
03/01/86,7,12,13,14,35,43
02/26/86,11,15,26,33,40,49
02/22/86,9,16,19,25,34,36
02/19/86,5,17,23,35,45,48
02/15/86,20,22,30,43,46,48
02/12/86,1,12,15,19,22,30
02/08/86,2,5,7,36,38,42
02/05/86,6,26,29,31,32,41
02/01/86,4,5,9,19,29,31
01/29/86,3,9,11,37,45,46
01/25/86,24,26,29,40,44,46
01/22/86,2,19,26,27,44,47
01/18/86,11,17,23,26,30,34
01/15/86,1,10,13,19,25,33
01/11/86,4,12,21,40,42,45
01/08/86,9,10,12,18,32,48
01/04/86,6,20,23,29,32,37
01/01/86,3,6,18,31,38,49
12/30/87,1,13,17,18,45,48
12/26/87,1,17,26,37,39,49
12/23/87,16,29,30,39,43,44
12/19/87,12,13,18,22,32,33
12/16/87,12,25,37,41,42,48
12/12/87,2,9,11,31,37,40
12/09/87,20,29,33,39,41,48
12/05/87,1,5,25,30,31,48
12/02/87,15,22,30,35,37,49
11/28/87,4,8,9,24,43,47
11/25/87,13,26,33,45,46,49
11/21/87,1,7,11,12,29,39
11/18/87,18,36,40,43,45,49
11/14/87,1,13,19,32,33,38
11/11/87,10,17,18,37,39,43
11/07/87,6,16,26,30,32,43
11/04/87,3,4,7,8,16,34
10/31/87,9,16,17,24,35,41
10/28/87,7,18,27,30,39,40
10/24/87,3,24,25,38,39,44
10/21/87,1,3,5,14,27,44
10/17/87,4,14,15,23,40,49
10/14/87,16,20,25,32,33,42
10/10/87,8,9,17,28,33,36
10/07/87,3,4,6,13,14,48
10/03/87,14,18,23,25,28,30
09/30/87,4,9,10,11,28,30
09/26/87,21,22,28,36,41,49
09/23/87,4,8,10,16,22,41
09/19/87,3,7,21,24,29,48
09/16/87,3,4,6,15,35,40
09/12/87,4,22,23,28,29,36
09/09/87,15,23,35,38,46,47
09/05/87,8,11,15,31,32,33
09/02/87,11,13,17,20,45,49
08/29/87,1,15,16,26,29,37
08/26/87,3,8,28,32,36,48
08/22/87,19,23,27,28,35,49
08/19/87,4,17,19,30,41,44
08/15/87,10,14,21,31,34,49
08/12/87,1,4,13,16,30,31
08/08/87,14,18,26,39,41,49
08/05/87,17,29,32,41,42,43
08/01/87,1,4,20,28,44,47
07/29/87,10,26,31,36,39,46
07/25/87,2,11,22,23,32,40
07/22/87,1,8,26,32,43,49
07/18/87,3,8,40,46,47,48
07/15/87,4,17,29,38,39,45
07/11/87,10,24,28,33,38,46
07/08/87,5,13,14,18,37,40
07/04/87,4,19,26,32,44,46
07/01/87,3,12,15,18,21,33
06/27/87,1,15,31,32,37,42
06/24/87,3,15,40,41,43,47
06/20/87,5,20,22,25,36,48
06/17/87,10,17,24,34,37,41
06/13/87,8,16,29,32,40,46
06/10/87,6,8,15,17,20,23
06/06/87,4,10,19,32,39,41
06/03/87,4,7,11,35,40,41
05/30/87,3,12,18,22,31,36
05/27/87,16,18,21,23,34,38
05/23/87,1,27,34,40,41,44
05/20/87,6,8,10,18,22,45
05/16/87,1,9,16,17,38,42
05/13/87,1,5,21,36,44,45
05/09/87,3,9,32,38,40,47
05/06/87,5,16,19,25,46,48
05/02/87,9,11,15,21,32,42
04/29/87,5,7,10,20,37,38
04/25/87,1,27,29,34,42,48
04/22/87,27,31,33,34,39,46
04/18/87,9,10,11,21,28,37
04/15/87,15,26,29,34,46,47
04/11/87,18,25,27,28,40,46
04/08/87,14,16,18,29,31,35
04/04/87,2,8,29,32,40,47
04/01/87,4,28,38,39,43,45
03/28/87,13,16,40,41,47,48
03/25/87,3,5,6,11,20,44
03/21/87,1,15,22,38,42,45
03/18/87,2,18,22,30,31,33
03/14/87,2,4,12,30,35,46
03/11/87,1,21,24,27,30,37
03/07/87,11,16,22,25,34,37
03/04/87,6,17,24,26,31,32
02/28/87,2,11,16,23,29,45
02/25/87,2,5,24,25,36,46
02/21/87,9,16,21,27,40,44
02/18/87,2,10,20,26,35,48
02/14/87,12,15,16,25,29,37
02/11/87,11,12,29,33,43,46
02/07/87,14,15,16,31,32,39
02/04/87,2,15,21,42,47,49
01/31/87,6,12,15,24,36,49
01/28/87,15,18,27,44,46,47
01/24/87,12,16,20,27,41,42
01/21/87,2,11,19,34,42,44
01/17/87,7,15,16,18,31,44
01/14/87,4,21,23,33,34,36
01/10/87,7,9,17,18,26,35
01/07/87,1,3,29,35,37,47
01/03/87,3,11,16,23,47,49
12/31/88,3,25,28,29,35,47
12/28/88,1,8,17,20,32,44
12/24/88,23,31,34,45,47,48
12/21/88,3,10,20,30,44,49
12/17/88,4,15,19,20,36,48
12/14/88,6,23,24,26,33,36
12/10/88,8,16,22,31,32,39
12/07/88,4,17,22,28,30,47
12/03/88,1,14,15,30,37,49
11/30/88,4,20,33,47,48,49
11/26/88,2,18,23,35,37,42
11/23/88,22,33,38,39,44,49
11/19/88,4,5,24,25,36,39
11/16/88,1,18,19,31,45,49
11/12/88,13,15,24,28,41,46
11/09/88,4,6,15,32,34,35
11/05/88,16,31,40,42,45,49
11/02/88,3,7,23,28,31,49
10/29/88,1,24,32,36,48,49
10/26/88,13,16,17,19,35,45
10/22/88,2,3,8,24,32,48
10/19/88,8,12,16,20,21,44
10/15/88,2,13,27,29,35,38
10/12/88,1,7,9,21,46,47
10/08/88,7,23,27,29,44,49
10/05/88,3,12,14,29,31,33
10/01/88,6,20,35,42,47,49
09/28/88,2,4,6,11,42,44
09/24/88,3,7,18,21,41,44
09/21/88,8,9,10,18,30,39
09/17/88,2,4,15,24,28,41
09/14/88,10,27,30,33,36,48
09/10/88,4,16,17,18,22,44
09/07/88,2,5,13,23,35,45
09/03/88,6,20,22,27,32,41
08/31/88,6,31,34,37,39,48
08/27/88,17,20,23,27,36,47
08/24/88,5,8,16,32,34,43
08/20/88,6,19,33,35,43,44
08/17/88,5,32,34,40,45,47
08/13/88,11,24,35,45,46,48
08/10/88,7,15,17,29,40,47
08/06/88,5,28,29,32,43,45
08/03/88,1,3,20,22,30,44
07/30/88,2,7,10,14,23,42
07/27/88,1,4,31,33,36,39
07/23/88,12,14,20,33,38,43
07/20/88,9,13,19,23,34,40
07/16/88,1,8,13,28,31,44
07/13/88,8,9,15,22,25,31
07/09/88,8,10,25,31,43,47
07/06/88,6,13,19,22,25,27
07/02/88,26,32,33,35,38,44
06/29/88,6,10,26,39,41,47
06/25/88,8,22,28,31,32,38
06/22/88,2,18,24,25,27,30
06/18/88,3,5,14,30,35,40
06/15/88,5,9,15,21,27,47
06/11/88,3,8,16,22,27,44
06/08/88,2,6,22,27,34,37
06/04/88,15,19,28,32,35,42
06/01/88,2,20,24,34,43,49
05/28/88,2,5,28,31,42,45
05/25/88,2,13,28,40,41,43
05/21/88,3,7,15,19,31,34
05/18/88,4,5,6,13,24,31
05/14/88,2,6,20,34,39,44
05/11/88,12,14,17,21,23,29
05/07/88,1,14,27,37,39,42
05/04/88,2,5,9,23,38,43
04/30/88,1,12,20,23,31,49
04/27/88,17,33,38,39,46,49
04/23/88,5,14,18,24,42,49
04/20/88,1,2,7,11,34,43
04/16/88,18,21,30,39,40,49
04/13/88,9,17,19,28,40,46
04/09/88,6,12,18,24,32,35
04/06/88,10,19,24,31,39,47
04/02/88,6,10,21,30,36,49
03/30/88,9,12,19,35,36,44
03/26/88,27,30,31,33,38,42
03/23/88,3,8,29,31,43,48
03/19/88,10,28,31,34,39,47
03/16/88,1,16,19,35,39,40
03/12/88,1,26,36,42,44,46
03/09/88,4,10,18,19,37,40
03/05/88,11,13,14,24,40,48
03/02/88,8,10,26,34,42,44
02/27/88,3,4,16,18,25,43
02/24/88,7,10,15,20,27,29
02/20/88,10,18,27,28,42,48
02/17/88,5,14,23,27,36,37
02/13/88,10,11,12,24,25,36
02/10/88,8,18,33,37,40,42
02/06/88,4,7,8,12,42,43
02/03/88,5,29,30,33,41,49
01/30/88,5,18,21,25,44,47
01/27/88,2,4,23,36,44,49
01/23/88,3,12,19,35,47,49
01/20/88,3,8,12,23,30,43
01/16/88,8,27,29,36,37,39
01/13/88,7,19,29,38,43,45
01/09/88,16,17,23,28,32,45
01/06/88,8,13,22,23,26,47
01/02/88,17,20,31,38,39,49
12/30/89,11,12,26,27,29,34
12/27/89,7,26,28,34,38,47
12/23/89,3,5,10,36,42,45
12/20/89,4,11,17,20,25,49
12/16/89,1,7,15,18,27,40
12/13/89,2,9,22,25,47,49
12/09/89,10,16,31,42,47,49
12/06/89,20,24,32,36,41,43
12/02/89,5,8,25,42,43,45
11/29/89,2,14,37,42,44,48
11/25/89,5,7,19,24,37,41
11/22/89,6,7,18,21,24,32
11/18/89,17,20,34,39,41,49
11/15/89,2,20,27,29,41,43
11/11/89,9,16,18,25,37,47
11/08/89,9,17,28,36,44,46
11/04/89,4,17,26,33,43,49
11/01/89,14,16,20,22,34,42
10/28/89,1,14,28,36,47,49
10/25/89,4,21,24,32,34,47
10/21/89,20,26,29,33,40,45
10/18/89,1,24,28,40,46,49
10/14/89,1,17,20,37,42,44
10/11/89,1,4,26,27,35,45
10/07/89,2,7,12,15,18,48
10/04/89,7,9,10,40,44,48
09/30/89,5,20,26,39,45,46
09/27/89,1,16,20,21,25,33
09/23/89,3,6,7,19,27,32
09/20/89,1,13,21,31,36,48
09/16/89,4,6,11,17,27,44
09/13/89,3,7,15,17,41,43
09/09/89,18,22,39,40,43,47
09/06/89,13,15,18,37,42,49
09/02/89,1,14,27,42,46,49
08/30/89,11,20,25,30,34,38
08/26/89,4,12,14,32,44,45
08/23/89,5,9,15,17,29,35
08/19/89,6,7,18,27,32,39
08/16/89,9,12,13,32,34,35
08/12/89,3,4,13,21,22,46
08/09/89,13,22,24,34,37,44
08/05/89,3,14,21,28,30,45
08/02/89,5,13,19,26,37,38
07/29/89,8,12,34,38,43,46
07/26/89,1,5,6,9,22,44
07/22/89,9,15,21,34,45,46
07/19/89,14,20,25,33,35,48
07/15/89,12,13,19,20,39,42
07/12/89,1,8,15,25,31,41
07/08/89,10,13,18,28,31,42
07/05/89,1,2,7,14,41,49
07/01/89,3,5,15,16,17,31
06/28/89,2,4,13,16,17,40
06/24/89,6,10,18,26,27,41
06/21/89,1,5,21,29,37,42
06/17/89,18,23,24,25,31,32
06/14/89,6,13,24,30,32,33
06/10/89,10,12,17,33,36,40
06/07/89,14,26,29,33,35,37
06/03/89,2,10,16,27,38,47
05/31/89,1,12,34,42,44,45
05/27/89,1,18,20,26,31,39
05/24/89,4,13,16,32,35,40
05/20/89,6,14,17,19,28,30
05/17/89,12,22,25,32,38,40
05/13/89,10,18,24,32,44,47
05/10/89,18,19,22,36,41,42
05/06/89,4,9,23,25,30,35
05/03/89,7,9,13,26,28,34
04/29/89,2,20,23,25,27,46
04/26/89,4,16,19,23,34,41
04/22/89,3,17,18,28,34,49
04/19/89,6,8,10,37,42,46
04/15/89,5,7,26,28,32,37
04/12/89,10,28,30,37,40,44
04/08/89,5,13,19,27,41,45
04/05/89,18,25,29,32,34,44
04/01/89,2,10,37,40,42,44
03/29/89,1,9,25,34,35,42
03/25/89,9,17,18,32,34,42
03/22/89,6,8,15,32,44,49
03/18/89,6,17,30,34,41,48
03/15/89,7,10,15,18,19,23
03/11/89,1,8,14,19,27,31
03/08/89,13,21,30,37,43,46
03/04/89,8,15,22,36,41,42
03/01/89,11,18,23,33,47,49
02/25/89,4,11,27,31,36,49
02/22/89,2,6,14,28,44,47
02/18/89,2,18,31,33,35,37
02/15/89,1,30,36,37,38,40
02/11/89,6,9,11,17,20,27
02/08/89,8,10,11,27,31,43
02/04/89,6,19,22,28,32,38
02/01/89,1,4,11,16,23,33
01/28/89,3,7,19,23,26,35
01/25/89,7,9,11,24,31,49
01/21/89,10,25,29,31,39,49
01/18/89,6,9,14,16,19,28
01/14/89,14,21,34,40,44,47
01/11/89,11,17,20,31,33,35
01/07/89,4,14,28,32,33,44
01/04/89,1,13,14,45,46,48
12/29/90,7,25,28,37,44,48
12/26/90,16,19,25,32,38,47
12/22/90,2,3,13,26,36,38
12/19/90,20,27,34,39,42,47
12/15/90,21,26,29,33,35,43
12/12/90,5,9,23,27,28,39
12/08/90,1,19,21,23,24,46
12/05/90,10,17,22,26,34,45
12/01/90,3,5,14,26,34,41
11/28/90,12,21,28,34,38,39
11/24/90,3,5,13,14,31,40
11/21/90,6,10,20,30,31,39
11/17/90,4,16,24,28,35,46
11/14/90,21,26,29,31,46,47
11/10/90,5,10,19,29,35,42
11/07/90,19,30,32,39,42,49
11/03/90,1,11,16,27,32,49
10/31/90,3,10,14,16,17,39
10/27/90,3,16,18,24,31,44
10/24/90,1,9,14,20,43,48
10/20/90,6,14,15,19,26,28
10/17/90,9,13,14,33,39,40
10/13/90,1,6,8,30,32,44
10/10/90,10,14,34,37,40,49
10/06/90,17,18,32,34,39,46
10/03/90,17,20,36,40,43,47
09/29/90,6,9,12,33,34,48
09/26/90,4,5,7,18,33,42
09/22/90,8,9,17,22,43,45
09/19/90,7,8,10,20,31,49
09/15/90,9,22,30,39,42,45
09/12/90,14,23,29,35,39,47
09/08/90,17,18,21,37,38,39
09/05/90,7,12,37,38,40,46
09/01/90,4,10,17,20,24,39
08/29/90,1,10,16,25,43,48
08/25/90,14,20,25,43,44,46
08/22/90,2,7,12,17,19,23
08/18/90,13,19,41,44,46,48
08/15/90,17,19,20,31,40,44
08/11/90,1,6,21,27,43,49
08/08/90,11,23,29,30,44,49
08/04/90,13,22,26,40,46,49
08/01/90,2,8,13,23,27,44
07/28/90,10,16,26,34,37,43
07/25/90,2,16,28,39,41,46
07/21/90,9,27,28,36,37,46
07/18/90,10,12,18,39,43,49
07/14/90,5,17,27,31,33,48
07/11/90,13,15,16,24,38,40
07/07/90,11,14,15,25,38,42
07/04/90,2,8,11,25,45,47
06/30/90,9,17,21,28,29,30
06/27/90,5,7,12,17,26,47
06/23/90,22,27,32,37,42,47
06/20/90,13,14,19,20,29,47
06/16/90,12,24,35,42,45,47
06/13/90,7,10,37,45,46,47
06/09/90,8,13,25,30,38,39
06/06/90,2,9,16,22,34,40
06/02/90,1,3,30,36,42,43
05/30/90,7,11,17,28,38,42
05/26/90,4,8,9,39,40,46
05/23/90,3,4,13,25,29,41
05/19/90,5,7,20,26,31,36
05/16/90,3,22,23,31,33,47
05/12/90,5,19,21,34,43,49
05/09/90,7,15,16,26,29,47
05/05/90,2,3,7,22,38,48
05/02/90,2,5,11,27,31,43
04/28/90,12,20,22,28,36,43
04/25/90,27,29,30,33,44,45
04/21/90,1,4,8,27,34,40
04/18/90,9,22,24,27,36,46
04/14/90,11,24,39,41,43,45
04/11/90,6,13,31,35,38,40
04/07/90,13,25,38,40,42,47
04/04/90,7,10,31,37,46,49
03/31/90,6,23,25,31,39,41
03/28/90,2,19,20,26,32,37
03/24/90,5,31,33,34,36,38
03/21/90,7,17,34,38,45,46
03/17/90,11,17,28,35,38,40
03/14/90,2,11,30,34,38,44
03/10/90,4,9,22,27,42,45
03/07/90,1,3,14,33,37,49
03/03/90,3,13,28,31,40,44
02/28/90,10,16,32,35,36,42
02/24/90,1,23,26,37,43,49
02/21/90,13,16,21,26,35,46
02/17/90,17,18,21,22,23,45
02/14/90,11,14,25,28,44,47
02/10/90,15,21,24,27,42,47
02/07/90,11,12,28,30,39,48
02/03/90,7,8,11,16,41,47
01/31/90,1,10,11,15,22,29
01/27/90,1,5,6,10,33,49
01/24/90,19,21,24,29,46,48
01/20/90,15,24,36,41,42,46
01/17/90,3,22,27,46,48,49
01/13/90,12,18,22,33,35,44
01/10/90,2,5,33,35,47,49
01/06/90,5,6,21,22,31,33
01/03/90,2,14,40,41,43,46
12/28/91,22,32,35,39,44,46
12/25/91,2,11,25,34,46,49
12/21/91,19,21,22,23,37,45
12/18/91,17,19,28,35,36,42
12/14/91,17,18,20,29,31,43
12/11/91,19,21,32,35,38,47
12/07/91,5,6,33,41,44,49
12/04/91,6,12,23,30,34,43
11/30/91,14,15,24,36,45,46
11/27/91,1,3,4,23,36,38
11/23/91,15,38,43,45,48,49
11/20/91,7,11,13,36,43,44
11/16/91,4,6,20,26,31,33
11/13/91,7,9,17,21,39,49
11/09/91,7,13,17,19,23,39
11/06/91,5,17,25,26,41,42
11/02/91,6,15,35,42,47,48
10/30/91,2,3,18,30,34,40
10/26/91,7,24,32,33,34,35
10/23/91,13,21,27,46,47,48
10/19/91,12,25,36,37,40,42
10/16/91,4,8,10,13,29,43
10/12/91,17,34,39,41,43,47
10/09/91,5,8,17,32,43,44
10/05/91,1,18,36,40,44,47
10/02/91,31,36,40,43,48,49
09/28/91,1,3,24,27,43,45
09/25/91,10,17,23,29,30,43
09/21/91,1,2,7,9,21,42
09/18/91,4,5,27,38,43,45
09/14/91,5,12,21,32,46,47
09/11/91,2,9,19,24,32,41
09/07/91,1,5,18,34,35,37
09/04/91,1,5,6,15,20,22
08/31/91,1,3,6,22,25,39
08/28/91,23,27,33,46,47,49
08/24/91,4,8,9,41,45,47
08/21/91,9,15,17,31,33,34
08/17/91,13,15,18,21,38,44
08/14/91,23,25,28,30,32,49
08/10/91,6,7,19,27,37,45
08/07/91,2,7,11,15,42,49
08/03/91,4,23,25,36,38,43
07/31/91,7,12,14,16,35,39
07/27/91,9,30,31,33,37,43
07/24/91,7,15,19,32,33,34
07/20/91,10,11,22,28,30,33
07/17/91,2,8,9,20,23,43
07/13/91,3,9,24,26,33,47
07/10/91,7,10,23,26,27,32
07/06/91,6,10,32,37,40,48
07/03/91,6,11,15,25,40,46
06/29/91,3,5,10,12,13,40
